text,span,label,ordinal,ac,ot
['Service is fast and friendly .'],Service,positive,0,service general,fast
['Service is fast and friendly .'],Service,positive,0,service general,friendly
['Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .'],Traditional French decour,positive,0,ambience general,pleasant
['Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .'],hall,negative,0,ambience general,noisy
['This small Astoria souvlaki spot makes what many consider the best gyros in New York .'],gyros,positive,0,food quality,best
['After the 4th time i asked again and the waiter than said after our dinner .'],waiter,negative,0,service general,asked again
"['im not necessarily fanatical about this place , but it was a fun time for low pirces .']",place,positive,0,restaurant general,fanatical
"['im not necessarily fanatical about this place , but it was a fun time for low pirces .']",place,positive,0,restaurant prices,fanatical
"['The sandwiches are dry , tasteless and way overpriced .']",sandwiches,negative,0,food quality,dry
"['The sandwiches are dry , tasteless and way overpriced .']",sandwiches,negative,0,food quality,tasteless
"['The sandwiches are dry , tasteless and way overpriced .']",sandwiches,negative,0,food prices,overpriced
['Go to Volare for 1st class service and terrific food .'],service,positive,0,service general,1st class
['Go to Volare for 1st class service and terrific food .'],food,positive,0,food quality,terrific
"[""The dosas are skimpy , unattractive and drip with grease , and personally I 'd drink popcorn topping before I 'd eat another one of these .""]",dosas,negative,0,food style_options,skimpy
"[""The dosas are skimpy , unattractive and drip with grease , and personally I 'd drink popcorn topping before I 'd eat another one of these .""]",dosas,negative,0,food quality,unattractive
"['whoever the jazz duo was , they were on POINT .']",jazz duo,positive,0,ambience general,on POINT
"[""We did n't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough .""]",bottles of Korbett,positive,0,drinks style_options,enough
['Favorite Sushi in NYC'],Sushi,positive,0,food quality,Favorite
"['Both times I was extremely dissappointed by the service , which was boarderline rude .']",service,negative,0,service general,dissappointed
"['Both times I was extremely dissappointed by the service , which was boarderline rude .']",service,negative,0,service general,rude
['Mermaid Inn is an overall good restaurant with really good seafood .'],seafood,positive,0,food quality,good
['Mermaid Inn is an overall good restaurant with really good seafood .'],Mermaid Inn,positive,0,restaurant general,good
"['By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner , which would have been acceptable if we got to enjoy the experience of good food and belly dancers !']",food,negative,0,food quality,our wallets were empy and so were our stomachs
"['Have recommended the place to friends , always gets good response .']",place,positive,0,restaurant miscellaneous,recommended
['The combination of super-fresh ingredients in the dishes are unusual but really delicious .'],ingredients,positive,0,food quality,super-fresh
['The combination of super-fresh ingredients in the dishes are unusual but really delicious .'],ingredients,positive,0,food quality,delicious
['I am reluctant to write because I would not want my jem of a pizza place to become overcrowded .'],pizza place,positive,0,restaurant miscellaneous,overcrowded
['I recieved prompt service with a smile .'],service,positive,0,service general,prompt
"['Try the crunchy tuna , it is to die for .']",crunchy tuna,positive,0,food quality,Try
"['Try the crunchy tuna , it is to die for .']",crunchy tuna,positive,0,food quality,die for
"[""Baluchi 's has solid food and a nice decor at reasonable prices .""]",food,positive,0,food quality,solid
"[""Baluchi 's has solid food and a nice decor at reasonable prices .""]",decor,positive,0,ambience general,nice
"[""Baluchi 's has solid food and a nice decor at reasonable prices .""]",Baluchi 's,positive,0,restaurant prices,solid
"['Service here was great , food was fantastic .']",Service,positive,0,service general,great
"['Service here was great , food was fantastic .']",food,positive,0,food quality,fantastic
['Great Shabu Shabu'],Shabu Shabu,positive,0,food quality,Great
"['An unpretentious spot in Park Slope , the sushi is consistently good , the service is pleasant , effective and unassuming .']",spot,positive,0,ambience general,unpretentious
"['An unpretentious spot in Park Slope , the sushi is consistently good , the service is pleasant , effective and unassuming .']",sushi,positive,0,food quality,good
"['An unpretentious spot in Park Slope , the sushi is consistently good , the service is pleasant , effective and unassuming .']",service,positive,0,service general,pleasant
"['An unpretentious spot in Park Slope , the sushi is consistently good , the service is pleasant , effective and unassuming .']",service,positive,0,service general,effective
"['An unpretentious spot in Park Slope , the sushi is consistently good , the service is pleasant , effective and unassuming .']",service,positive,0,service general,unassuming
"['In the summer months , the back garden area is really nice .']",back garden area,positive,0,ambience general,nice
['the all-u-can-eat sushi is definitely in very poor quality .'],all-u-can-eat sushi,negative,0,food quality,poor quality
"['I highly recommend the fish tacos , everything else was ok .']",fish tacos,positive,0,food quality,recommend
['It is definitely a good spot for snacks and chat .'],spot,positive,0,restaurant general,good
['I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot .'],four course prix fix menu,positive,0,food quality,enjoyed
['I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot .'],white organza tent,positive,0,ambience general,gorgeous
"[""I would recommend Roxy 's for that , but not for their food .""]",food,negative,0,food quality,recommend
"[""The mussles were the fishiest things I 've ever tasted , the seabass was bland , the goat cheese salad was missing the goat cheese , the penne w/ chicken had bones in it ... It was disgusting .""]",mussles,negative,0,food quality,fishiest
"[""The mussles were the fishiest things I 've ever tasted , the seabass was bland , the goat cheese salad was missing the goat cheese , the penne w/ chicken had bones in it ... It was disgusting .""]",seabass,negative,0,food quality,bland
"[""The mussles were the fishiest things I 've ever tasted , the seabass was bland , the goat cheese salad was missing the goat cheese , the penne w/ chicken had bones in it ... It was disgusting .""]",goat cheese salad,negative,0,food quality,missing
"[""The mussles were the fishiest things I 've ever tasted , the seabass was bland , the goat cheese salad was missing the goat cheese , the penne w/ chicken had bones in it ... It was disgusting .""]",penne w/ chicken,negative,0,food quality,disgusting
['Make sure you try this place as often as you can .'],place,positive,0,restaurant general,try
"['I am not a vegetarian but , almost all the dishes were great .']",dishes,positive,0,food quality,great
['Great food and the prices are very reasonable .'],food,positive,0,food quality,Great
['The wine list is extensive and impressive .'],wine list,positive,0,drinks style_options,extensive
['The wine list is extensive and impressive .'],wine list,positive,0,drinks style_options,impressive
['Wine list is extensive without being over-priced .'],Wine list,positive,0,drinks style_options,extensive without being over-priced
['Wine list is extensive without being over-priced .'],Wine list,positive,0,drinks prices,extensive without being over-priced
"['We recently decided to try this location , and to our delight , they have outdoor seating , perfect since I had my yorkie with me .']",outdoor seating,positive,0,ambience general,perfect
['The food was ok and fair nothing to go crazy .'],food,neutral,0,food quality,ok
"['I also ordered the Change Mojito , which was out of this world .']",Change Mojito,positive,0,drinks quality,out of this world
['( Always ask the bartender for the SEASONAL beer ! ! !'],SEASONAL beer,positive,0,drinks quality,Always ask
"['The meat is fresh , the sauces are great , you get kimchi and a salad free with your meal and service is good too .']",meat,positive,0,food quality,fresh
"['The meat is fresh , the sauces are great , you get kimchi and a salad free with your meal and service is good too .']",sauces,positive,0,food quality,great
"['The meat is fresh , the sauces are great , you get kimchi and a salad free with your meal and service is good too .']",service,positive,0,service general,good
"['The meat is fresh , the sauces are great , you get kimchi and a salad free with your meal and service is good too .']",kimchi,positive,0,food prices,free
"['The meat is fresh , the sauces are great , you get kimchi and a salad free with your meal and service is good too .']",salad,positive,0,food prices,free
['The pizza was great .'],pizza,positive,0,food quality,great
['This is the best sushi in new york city - hands down .'],sushi,positive,0,food quality,best
"['The food here is rather good , but only if you like to wait for it .']",food,positive,0,food quality,good
['Raymond the bartender rocks !'],Raymond,positive,0,service general,rocks
"[""Too bad the food was n't of the same heritage .""]",food,negative,0,food quality,bad
['The staff offers impeccable service .'],staff,positive,0,service general,impeccable
['I had the Lamb special which was perfect .'],Lamb special,positive,0,food quality,perfect
['Waitstaff are very friendly .'],Waitstaff,positive,0,service general,friendly
"['The portion sizes here are huge , and the sushi is good .']",portion sizes,positive,0,food style_options,huge
"['The portion sizes here are huge , and the sushi is good .']",sushi,positive,0,food quality,good
['Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese ... both very tasty .'],Caesar Salad,positive,0,food quality,Enjoyed
['Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese ... both very tasty .'],Caesar Salad,positive,0,food quality,nice
['Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese ... both very tasty .'],arugula and goat cheese,positive,0,food quality,tasty
"['We concluded with tiramisu chocolate cake , both were delicious .']",tiramisu chocolate cake,positive,0,food quality,delicious
"[""The food 's as good as ever .""]",food,positive,0,food quality,good
"['The rest of the dim sum , though pricey by Chinatown standards , is worth it .']",dim sum,negative,0,food prices,pricey
"['The rest of the dim sum , though pricey by Chinatown standards , is worth it .']",dim sum,positive,0,food quality,worth
['Beef noodle soup is good as well .'],Beef noodle soup,positive,0,food quality,good
['cirspy crust margherita pizza'],margherita pizza,positive,0,food quality,cirspy crust
"['Great food , amazing service , this place is a class act .']",food,positive,0,food quality,Great
"['Great food , amazing service , this place is a class act .']",service,positive,0,service general,amazing
"['Great food , amazing service , this place is a class act .']",place,positive,0,restaurant general,class act
"[""All the various Greek and Cypriot dishes are excellent , but the gyro is the reason to come -- if you do n't eat one your trip was wasted .""]",Greek and Cypriot dishes,positive,0,food quality,excellent
"[""All the various Greek and Cypriot dishes are excellent , but the gyro is the reason to come -- if you do n't eat one your trip was wasted .""]",gyro,positive,0,food quality,the reason to come
['Fresh ingredients and everything is made to order .'],ingredients,positive,0,food quality,Fresh
"['the pad se ew chicken was delicious , however the pad thai was far too oily .']",pad se ew chicken,positive,0,food quality,delicious
"['the pad se ew chicken was delicious , however the pad thai was far too oily .']",pad thai,negative,0,food quality,oily
['The Prix Fixe menu is worth every penny and you get more than enough ( both in quantity AND quality ) .'],Prix Fixe menu,positive,0,food quality,worth
['The Prix Fixe menu is worth every penny and you get more than enough ( both in quantity AND quality ) .'],Prix Fixe menu,positive,0,food style_options,worth
['The Prix Fixe menu is worth every penny and you get more than enough ( both in quantity AND quality ) .'],Prix Fixe menu,positive,0,food prices,worth
['It ’ s just you and your date and an occasional cute ‘ excuse me ’ before the waiter opens the little curtain to your booth !'],waiter,positive,0,service general,cute
['Somehow working the italian charm with constant mille grazie does not constitute proper service .'],service,negative,0,service general,not constitute proper
"['Nice atmosphere , the service was very pleasant and the desert was good .']",atmosphere,positive,0,ambience general,Nice
"['Nice atmosphere , the service was very pleasant and the desert was good .']",service,positive,0,service general,pleasant
"['Nice atmosphere , the service was very pleasant and the desert was good .']",desert,positive,0,food quality,good
['Nice Family owned traditional restaurant .'],restaurant,positive,0,restaurant general,traditional
"['An awesome organic dog , and a conscious eco friendly establishment .']",dog,positive,0,food quality,organic
"['An awesome organic dog , and a conscious eco friendly establishment .']",establishment,positive,0,restaurant miscellaneous,eco friendly
['I highly recommend this beautiful place .'],place,positive,0,ambience general,recommend
['I highly recommend this beautiful place .'],place,positive,0,restaurant general,beautiful
"['Not much of a selection of bottled beer either , we went with Brahma .']",selection of bottled beer,negative,0,drinks style_options,Not much
"[""however , it 's the service that leaves a bad taste in my mouth .""]",service,negative,0,service general,bad taste
['This place has the best Chinese style BBQ ribs in the city .'],BBQ ribs,positive,0,food quality,best
['This place has the best Chinese style BBQ ribs in the city .'],BBQ ribs,positive,0,food style_options,best
['This place survives on reputation alone .'],place,negative,0,restaurant miscellaneous,survives on reputation alone
"['The decor is night tho ... but they REALLY need to clean that vent in the ceiling ... its quite un-appetizing , and kills your effort to make this place look sleek and modern .']",ceiling,negative,0,ambience general,un-appetizing
"['The decor is night tho ... but they REALLY need to clean that vent in the ceiling ... its quite un-appetizing , and kills your effort to make this place look sleek and modern .']",vent,negative,0,ambience general,un-appetizing
"['The waiter was attentive , the food was delicious and the views of the city were great .']",waiter,positive,0,service general,attentive
"['The waiter was attentive , the food was delicious and the views of the city were great .']",food,positive,0,food quality,delicious
"['The waiter was attentive , the food was delicious and the views of the city were great .']",views of the city,positive,0,location general,great
"['Ambience is delightful , service impeccable .']",Ambience,positive,0,ambience general,delightful
"['Ambience is delightful , service impeccable .']",service,positive,0,service general,impeccable
['The only thing that strikes you is the decor ? ( not very pleasant ) .'],decor,negative,0,ambience general,not very pleasant
"['Delicate spices , onions , eggs and a kick-ass roti .']",spices,positive,0,food quality,Delicate
"['Delicate spices , onions , eggs and a kick-ass roti .']",onions,positive,0,food quality,Delicate
"['Delicate spices , onions , eggs and a kick-ass roti .']",eggs,positive,0,food quality,Delicate
"['Delicate spices , onions , eggs and a kick-ass roti .']",roti,positive,0,food quality,kick-ass
"['The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top-notch .']",food,positive,0,food quality,delicious
"['The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top-notch .']",halibut special,positive,0,food quality,delicious
"['The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top-notch .']",steak,positive,0,food quality,delicious
"['The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top-notch .']",service,positive,0,service general,top-notch
"[""The wait staff is very freindly , they make it feel like you 're eating in a freindly little european town .""]",wait staff,positive,0,service general,freindly
"[""I have been to Rao 's probably 15 times the past 3 years and it keeps getting better .""]",Rao 's,positive,0,restaurant general,better
"['Bukhara Grill , the tagline says it all . . `` INDIAN SPICE RAVE ``']",Bukhara Grill,positive,0,restaurant general,RAVE
"['The atmosphere was pretty nice but had a bit lacking , which it tries to make up for with a crazy scheme of mirrors .']",atmosphere,negative,0,ambience general,nice
"['The atmosphere was pretty nice but had a bit lacking , which it tries to make up for with a crazy scheme of mirrors .']",scheme of mirrors,negative,0,ambience general,crazy
"['It was served with skin , over a bed of extremely undercooked spinach and mashed potatoes .']",spinach,negative,0,food quality,undercooked
"['This place has totally weird decor , stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional ...']",decor,negative,0,ambience general,weird
"['This place has totally weird decor , stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional ...']",mirrored walls,negative,0,ambience general,dizzy
"['This place has totally weird decor , stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional ...']",mirrored walls,negative,0,ambience general,delusional
"['The food is amazing , rich pastas and fresh doughy pizza .']",food,positive,0,food quality,amazing
"['The food is amazing , rich pastas and fresh doughy pizza .']",pastas,positive,0,food style_options,rich
"['The food is amazing , rich pastas and fresh doughy pizza .']",pizza,positive,0,food quality,fresh doughy
"['limited menu , no-so-fresh ingredients , thinly-sliced fish , fall-apart rice .']",menu,negative,0,food style_options,limited
"['limited menu , no-so-fresh ingredients , thinly-sliced fish , fall-apart rice .']",ingredients,negative,0,food quality,no-so-fresh
"['limited menu , no-so-fresh ingredients , thinly-sliced fish , fall-apart rice .']",fish,negative,0,food style_options,thinly-sliced
"['limited menu , no-so-fresh ingredients , thinly-sliced fish , fall-apart rice .']",rice,negative,0,food style_options,fall-apart
"['I like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .']",somosas,positive,0,food quality,like
"['I like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .']",chai,positive,0,food quality,like
"['I like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .']",chole,positive,0,food quality,like
"['I like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .']",dhosas,negative,0,food quality,dissapointing
"['I like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .']",dhal,negative,0,food quality,dissapointing
['Food is great .'],Food,positive,0,food quality,great
"['The hot dogs are good , yes , but the reason to get over here is the fantastic pork croquette sandwich , perfect on its supermarket squishy bun .']",hot dogs,positive,0,food quality,good
"['The hot dogs are good , yes , but the reason to get over here is the fantastic pork croquette sandwich , perfect on its supermarket squishy bun .']",pork croquette sandwich,positive,0,food quality,fantastic
"['The hot dogs are good , yes , but the reason to get over here is the fantastic pork croquette sandwich , perfect on its supermarket squishy bun .']",bun,positive,0,food quality,perfect
['Great Indian Food !'],Indian Food,positive,0,food quality,Great
['Always good drinks and service is pretty good ;'],drinks,positive,0,drinks quality,good
['Always good drinks and service is pretty good ;'],service,positive,0,service general,good
"[""The food is amazing ... especially if you get the Chef 's tasting menu and your favourite bottle ( or two ! ) of wine from an extensive selection of wines .""]",food,positive,0,food quality,amazing
"[""The food is amazing ... especially if you get the Chef 's tasting menu and your favourite bottle ( or two ! ) of wine from an extensive selection of wines .""]",selection of wines,positive,0,drinks style_options,extensive
"[""The food is amazing ... especially if you get the Chef 's tasting menu and your favourite bottle ( or two ! ) of wine from an extensive selection of wines .""]",Chef 's tasting menu,positive,0,food quality,favourite
['Someone else recommended the dessert - we also left that .'],dessert,negative,0,food quality,recommended
['Indoor was very cozy and cute .'],Indoor,positive,0,ambience general,cozy
['Indoor was very cozy and cute .'],Indoor,positive,0,ambience general,cute
['Salads are a delicious way to begin the meal .'],Salads,positive,0,food quality,delicious
['This place has ruined me for neighborhood sushi .'],sushi,positive,0,food quality,ruined
"['The large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .']",bruschettas,positive,0,food style_options,large selection
"['The large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .']",paninis,positive,0,food style_options,large selection
"['The large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .']",tramezzinis,positive,0,food style_options,large selection
"['We ordered the special , grilled branzino , that was so infused with bone , it was difficult to eat .']",grilled branzino,negative,0,food quality,difficult to eat
['The veal and the mushrooms were cooked perfectly .'],veal,positive,0,food quality,perfectly
['The veal and the mushrooms were cooked perfectly .'],mushrooms,positive,0,food quality,perfectly
['My friend devoured her chicken and mashed potatos .'],chicken and mashed potatos,positive,0,food quality,devoured
['The food is all shared so we get to order together and eat together .'],food,positive,0,food style_options,shared
['And really large portions .'],portions,positive,0,food style_options,large
"['Wish NY had more of these kind of places : intimate , superb food , homey , top notch all the way around , certainly worth the wait .']",food,positive,0,food quality,superb
"['The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff , because despite the current one this is a great place .']",staff,negative,0,service general,good
"['The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff , because despite the current one this is a great place .']",Cafe Noir,positive,0,restaurant general,great
"['Seating is always prompt , though the restaurant does fill up in the evening .']",Seating,positive,0,service general,prompt
"['The DJ is awesome , I have been there for my birthday and a bunch of other times with friends and I keep going back .']",DJ,positive,0,ambience general,awesome
"['The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .']",anti-pasta,positive,0,food quality,excellent
"['The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .']",calamari,positive,0,food quality,excellent
"['The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .']",pasta mains,positive,0,food quality,excellent
"['The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .']",pasta mains,positive,0,food style_options,excellent
['love the food .'],food,positive,0,food quality,love
"['Not only is the cuisine the best around , the service has always been attentive and charming .']",cuisine,positive,0,food quality,best
"['Not only is the cuisine the best around , the service has always been attentive and charming .']",service,positive,0,service general,attentive
"['Not only is the cuisine the best around , the service has always been attentive and charming .']",service,positive,0,service general,charming
"['If you are the type of person who likes being scared and entertained , this is a great place to go and eat .']",place,positive,0,restaurant miscellaneous,great
['Ambiance relaxed and stylish .'],Ambiance,positive,0,ambience general,relaxed
['Ambiance relaxed and stylish .'],Ambiance,positive,0,ambience general,stylish
['I highly recommend visiting this restaurant and having dinner and drinks !'],restaurant,positive,0,restaurant general,recommend
['Just go to Yamato and order the Red Dragon Roll .'],Yamato,positive,0,restaurant general,Just go
"[""The pasta was well cooked , did n't have enough sauce though or flavor .""]",pasta,positive,0,food quality,well cooked
"[""The pasta was well cooked , did n't have enough sauce though or flavor .""]",pasta,negative,0,food quality,did n't have enough sauce
['The wine the service was very good too .'],wine,positive,0,drinks quality,good
['The wine the service was very good too .'],service,positive,0,service general,good
['Suan is a great place that I often take my friends ( classmates ) too .'],Suan,positive,0,restaurant general,great
['By far the best salad I have had in a fast food restaurant .'],salad,positive,0,food quality,best
"['Ambience is so cute and quaint , good for business although we were there on vacation .']",Ambience,positive,0,ambience general,cute
"['Ambience is so cute and quaint , good for business although we were there on vacation .']",Ambience,positive,0,ambience general,quaint
"['Ambience is so cute and quaint , good for business although we were there on vacation .']",Ambience,positive,0,ambience general,good
['Food is great and inexpensive .'],Food,positive,0,food quality,great
['Food is great and inexpensive .'],Food,positive,0,food prices,inexpensive
['Awsome Pizza especially the Margheritta slice .'],Pizza,positive,0,food quality,Awsome
['Awsome Pizza especially the Margheritta slice .'],Margheritta slice,positive,0,food quality,Awsome
"['( The asparagus , truffle oil , parmesan bruschetta is a winner ! )']","asparagus , truffle oil , parmesan bruschetta",positive,0,food quality,winner
"['Considering you will spend at least $ 60 a head , I expect better service .']",service,negative,0,service general,expect better
['If you want good authentic Thai this place is not the place to go .'],Thai,negative,0,food quality,good authentic
"['During the course of the past 3 months , the chef and staff changed and it was not for the better .']",chef,negative,0,food quality,changed
"['During the course of the past 3 months , the chef and staff changed and it was not for the better .']",staff,negative,0,service general,changed
"['Try the congee and the donut like deep fried dough they call Ow Ley Soh , a delicious and sweet tasting bread .']",congee,positive,0,food quality,Try
"['Try the congee and the donut like deep fried dough they call Ow Ley Soh , a delicious and sweet tasting bread .']",Ow Ley Soh,positive,0,food quality,delicious
"['Try the congee and the donut like deep fried dough they call Ow Ley Soh , a delicious and sweet tasting bread .']",Ow Ley Soh,positive,0,food quality,sweet
['We could have made a meal of the yummy dumplings from the dumpling menu .'],dumplings,positive,0,food quality,yummy
['The setting is casual and romantic .'],setting,positive,0,ambience general,casual
['The setting is casual and romantic .'],setting,positive,0,ambience general,romantic
['The sushi seemed pretty fresh and was adequately proportioned .'],sushi,positive,0,food quality,fresh
['The sushi seemed pretty fresh and was adequately proportioned .'],sushi,positive,0,food style_options,proportioned
['Great neighborhood joint .'],joint,positive,0,restaurant general,Great
"[""Food was amazing - I love Indian food and eat it quite regularly , but I can say this is one of the best I 've had .""]",Food,positive,0,food quality,amazing
"[""Though it 's been crowded most times I 've gone here , Bark always delivers on their food .""]",food,positive,0,food quality,delivers on their food
"[""Though it 's been crowded most times I 've gone here , Bark always delivers on their food .""]",Bark,neutral,0,restaurant miscellaneous,crowded
"[""It was n't as if this restaurant had any major bragging points before hand , but now it 's simply repulsive .""]",restaurant,negative,0,restaurant general,repulsive
"['Look , the appetizers were really good .']",appetizers,positive,0,food quality,good
['Spreads and toppings are great - though a bit pricey .'],Spreads,positive,0,food quality,great
['Spreads and toppings are great - though a bit pricey .'],toppings,positive,0,food quality,great
['Spreads and toppings are great - though a bit pricey .'],Spreads,negative,0,food prices,pricey
['Spreads and toppings are great - though a bit pricey .'],toppings,negative,0,food prices,pricey
"[""I 'm still mad that i had to pay for lousy food .""]",food,negative,0,food quality,lousy
['Right off the L in Brooklyn this is a nice cozy place with good pizza .'],pizza,positive,0,food quality,good
['Right off the L in Brooklyn this is a nice cozy place with good pizza .'],place,positive,0,ambience general,nice cozy
['A beautifully designed dreamy Egyptian restaurant that gets sceney at night .'],Egyptian restaurant,positive,0,ambience general,dreamy
['Cheese plate is a varied delight and great bargain at $ 10 .'],Cheese plate,positive,0,food quality,varied delight
['Cheese plate is a varied delight and great bargain at $ 10 .'],Cheese plate,positive,0,food style_options,varied delight
['Cheese plate is a varied delight and great bargain at $ 10 .'],Cheese plate,positive,0,food prices,great bargain
"['I was there for brunch recently , and we were tag teamed by a waitress and a waiter .']",waitress,negative,0,service general,tag teamed
"['I was there for brunch recently , and we were tag teamed by a waitress and a waiter .']",waiter,negative,0,service general,tag teamed
"[""As BFC does n't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated , which can be over an hour later !""]",BFC,negative,0,restaurant miscellaneous,wait
"[""As BFC does n't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated , which can be over an hour later !""]",front of house staff,negative,0,service general,abused
"['Great spot , whether looking for a couple of drinks or quiet dinner .']",spot,positive,0,restaurant general,Great
"['Great spot , whether looking for a couple of drinks or quiet dinner .']",spot,positive,0,restaurant miscellaneous,Great
"['The drinks are great , especially when made by Raymond .']",drinks,positive,0,drinks quality,great
"['The drinks are great , especially when made by Raymond .']",Raymond,positive,0,service general,great
"[""The dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest I 've ever had ) .""]",dishes,positive,0,food quality,unique
"[""The dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest I 've ever had ) .""]",dishes,positive,0,food quality,tasty
"[""The dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest I 've ever had ) .""]",dishes,positive,0,food quality,fresh
"[""The dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest I 've ever had ) .""]",pistachio ice cream,positive,0,food quality,amazing
['The food is great and they have a good selection of wines at reasonable prices .'],food,positive,0,food quality,great
['The food is great and they have a good selection of wines at reasonable prices .'],wines,positive,0,drinks style_options,good selection
['The food is great and they have a good selection of wines at reasonable prices .'],wines,positive,0,drinks prices,good selection
['Thank You Emilio .'],Emilio,positive,0,restaurant general,Thank You
['The waitress was very patient with us and the food is phenomenal !'],waitress,positive,0,service general,patient
['The waitress was very patient with us and the food is phenomenal !'],food,positive,0,food quality,phenomenal
['Great pizza for lunch place .'],pizza,positive,0,food quality,Great
['food was luke warm .'],food,negative,0,food quality,luke warm
"['The food they serve is not comforting , not appetizing and uncooked .']",food,negative,0,food quality,not comforting
"['The food they serve is not comforting , not appetizing and uncooked .']",food,negative,0,food quality,not appetizing
['The entertainment was great they have shows that go on through out the dinner .'],entertainment,positive,0,ambience general,great
['Check out the secret back room .'],back room,positive,0,ambience general,secret
['The lox is always fresh too .'],lox,positive,0,food quality,fresh
"['This is a great place to take out-of-towners , and perfect for watching the sunset .']",place,positive,0,location general,great
['I expected quite a bit more from such an expensive menu .'],menu,negative,0,food prices,expensive
['I expected quite a bit more from such an expensive menu .'],menu,negative,0,food quality,expensive
"['the salads are delicious , both refreshing and very spicy .']",salads,positive,0,food quality,delicious
"['the salads are delicious , both refreshing and very spicy .']",salads,positive,0,food quality,refreshing
"['the salads are delicious , both refreshing and very spicy .']",salads,positive,0,food quality,spicy
['The place was quiet and delightful .'],place,positive,0,ambience general,quiet
['The place was quiet and delightful .'],place,positive,0,ambience general,delightful
"['Still , any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house ...']",measures of liquers,positive,0,drinks style_options,pour-your-own
"['Still , any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house ...']",measures of liquers,positive,0,drinks style_options,courtesey
"['Indo Chinese food , pretty good ...']",Indo Chinese food,positive,0,food quality,good
['even the wine by the glass was good .'],wine by the glass,positive,0,drinks quality,good
"['The place has a nice fit-out , some attractive furnishings and , from what I could tell , a reasonable wine list ( I was given the food menu when I asked for the carte des vins )']",fit-out,positive,0,ambience general,nice
"['The place has a nice fit-out , some attractive furnishings and , from what I could tell , a reasonable wine list ( I was given the food menu when I asked for the carte des vins )']",furnishings,positive,0,ambience general,attractive
"['The place has a nice fit-out , some attractive furnishings and , from what I could tell , a reasonable wine list ( I was given the food menu when I asked for the carte des vins )']",wine list,positive,0,drinks style_options,reasonable
['This place has got to be the best japanese restaurant in the new york area .'],place,positive,0,restaurant general,best
"[""Rao is a good restaurant , but it 's nothing special .""]",Rao,neutral,0,restaurant general,good
['The only fallback on this restaurant is the prices .'],restaurant,negative,0,restaurant prices,fallback
['The portions are small but being that the food was so good makes up for that .'],portions,negative,0,food style_options,small
['The portions are small but being that the food was so good makes up for that .'],food,positive,0,food quality,good
['The only thing that my friend left out is that when we sat down at the bar the bartender disappeared .'],bartender,negative,0,service general,disappeared
['The food is so cheap and the waiters are nice .'],food,positive,0,food prices,cheap
['The food is so cheap and the waiters are nice .'],waiters,positive,0,service general,nice
"['With the exception of our lemon salad that had so much pepper on it that our eyes started watering , the food here was decent , not great .']",food,neutral,0,food quality,decent
